"Entidad","Evento","Tipo de Programa","Categoría de Apoyo","Clasificación","Clasificación (Vieja Categoría)","Programa","Medida","Periodo","Monto Presupuestado","Fuente","Link","Fecha"
"Jalisco","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Desempleados",,"Plan Jalisco COVID-19 ""Protección al Ingreso""","Proporcionar apoyo económico de cinco mil pesos, a las personas con actividades de autoempleo, subempleadas de manera formal o no formal o en actividades económicas no formales, que se vean afectadas en sus fuentes de ingresos y su estabilidad o continuidad laboral por la pandemia del COVID-19, durante los primeros 30 días de la contingencia sanitaria, y en caso de ser necesario se podrá prorrogar por otro periodo igual, pudiendo ser el mismo o distinto beneficiario.","Contingencia Sanitaria","4.0E8","Periódico ofical del Estado de Jalisco","https://periodicooficial.jalisco.gob.mx/sites/periodicooficial.jalisco.gob.mx/files/03-25-20-ter_0.pdf","43915.0"
"Jalisco","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES",,"Plan Jalisco COVID-19 ""Protección al Empleo Formal""","Evitar la pérdida de empleos formales generados por Micro y Pequeñas Empresas jaliscienses derivado de la contingencia sanitaria, mediante la entrega de un Apoyo Financiero que se otorga con la condición de utilizarse únicamente para capital de trabajo. Créditos a tasas del 0% de 20 hasta 300 mil pesos, con plazo de pago de 24 meses con 6 meses de gracia, para empresas con máximo 15 trabajadores.","Contingencia Sanitaria","4.5E8","Periódico ofical del Estado de Jalisco","https://periodicooficial.jalisco.gob.mx/sites/periodicooficial.jalisco.gob.mx/files/03-25-20-ter_0.pdf","43915.0"
"Jalisco","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Población General",,"Apoyo a las Organizaciones de la Sociedad Civil","Apoyar actividades sociales emanadas de la necesidad de antender eventos conocidos como contingencias, en específico, la emergencia sanitaria por la propagación del virus COVID-19. Los apoyos económicos deberán ser destinados a la adquisición de artículos de primera necesidad tales como medicamentos y equipo médico básico, alimentos, equipo y material para aseo e higiene, vestido, colchones y ropa de cama que garanticen la salud y bienestar a sus beneficiarios. Monto máximo del apoyo a una organización civil: 200 mil pesos.","Contingencia Sanitaria","1.5E7","Periódico ofical del Estado de Jalisco","https://periodicooficial.jalisco.gob.mx/sites/periodicooficial.jalisco.gob.mx/files/04-02-20-ix.pdf","43923.0"
"Jalisco","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Plan Jalisco COVID-19 ""Jalisco sin Hambre"" Modalidad 1: Plan de Alimentación de Personas en Situación de Calle","Se proporcionarán hasta 16 mil raciones diarias (desayuno, comida y cena) para la población identificada en calle, distribuyendo un total de un millón 440 mil raciones para los 4 municipios de la ZMG durante 90 días mediante 3 rutas de entrega y 10 puntos de encuentro.","Contingencia y Nueva Normalidad",,"Micro sitio Jalisco Sin Hambre","https://coronavirus.jalisco.gob.mx/jalisco-sin-hambre/","43936.0"
"Jalisco","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Plan Jalisco COVID-19 ""Jalisco sin Hambre"" Modalidad 2: Plan de Alimentación de Familias en Zonas Vulnerables (AMG)","Se otorgarán un total de 80 mil despensas beneficiando a 20 mil familias que habiten en Guadalajara, Zapopan, Tlaquepaque, Tonalá, Tlajomulco de Zúñiga, El Salto, Juanacatlán e Ixtlahuacán de los Membrillos, a través de los sistemas DIF municipales.","Contingencia Sanitaria",,"Micro sitio Jalisco Sin Hambre","https://coronavirus.jalisco.gob.mx/jalisco-sin-hambre/","43936.0"
"Jalisco","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Plan Jalisco COVID-19 ""Jalisco sin Hambre"" Modalidad 3: Plan de Alimentación a personas vulnerables del Interior del Estado.","Se apoyará hasta con 30 mil despensas que beneficiarán a 68,435 personas en condiciones de desigualdad (niñas, niños y adolescentes, adultos mayores, personas en situación de calle, personas con discapacidad y personas de escasos recursos en zonas marginadas) al interior del Estado.","Contingencia Sanitaria",,"Micro sitio Jalisco Sin Hambre","https://coronavirus.jalisco.gob.mx/jalisco-sin-hambre/","43936.0"
"Jalisco","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Plan Jalisco COVID-19 ""Jalisco Te Conoce""","Entrega a domicilio de 27 mil 631 despensas a personas mayores de 65 años inscritas en el programa Jalisco te reconoce.","Adaptados",,"Sitio Oficial del Gobierno de Jalisco","https://www.jalisco.gob.mx/es/prensa/noticias/104011","43960.0"
"Jalisco","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES",,"Plan de Contingencia COVID-19 de FORJAL","Proteger los empleos formales de las empresas con 16 hasta 100 trabajadores.  Los beneficiarios podrán acceder a préstamos hasta por 1 millón de pesos, a pagarse en 36 meses con una tasa de interés anual de 8% y una comisión por apertura de 3%.","Contingencia Sanitaria",,"Mirco sitio del programa","https://emergente.fojal.mx/programa16.pdf","43963.0"
"Jalisco","COVID-19","Programas de Asistencia Social","Vales y Despensas","Estudiantes",,"Plan Jalisco COVID-19 ""Jalisco sin Hambre"" Modalidad 4: Atención alimentaria a estudiantes de la UdeG de familias de escasos recursos en los municipios del estado de Jalisco","Garantizar la alimentación de los adolescentes y jovenes estudiantes con despensas consistentes en un paquete alimentario para cuatro personas para quince días según la dieta establecida por el Sistema DIF Jalisco.","Contingencia Sanitaria",,"Periódico ofical del Estado de Jalisco","https://periodicooficial.jalisco.gob.mx/sites/periodicooficial.jalisco.gob.mx/files/05-20-20-bis.pdf","43969.0"
"Jalisco","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Sector Informal",,"Sumarte en Casa","Entrega de un apoyo económico de 8,000 pesos a artistas, gestores culturales jaliscienses afectados en sus fuentes de ingresos.","Contingencia Sanitaria",,"Periódico ofical del Estado de Jalisco","https://periodicooficial.jalisco.gob.mx/sites/periodicooficial.jalisco.gob.mx/files/05-28-20-iv.pdf","43979.0"
"Jalisco","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES",,"Plan Jalisco para la Reactivación Económica. ""Reincia para Nómina y Capital de Trabajo""","Otorgar apoyos económicos (hasta de 100 mil pesos) a MYPES establecidas en el estado de Jalisco que hayan sido afectadas por las medidas preventivas y de contención, adoptadas en razón de la pandemia COVID-19; y mantener los empleos de las MYPES jaliscienses a través del otorgamiento de apoyos económicos.","Nueva Normalidad","1.8E8","Periódico ofical del Estado de Jalisco","https://reactivacioneconomica.jalisco.gob.mx/wp-content/uploads/2020/07/07-04-20-iii.pdf","44016.0"
"Jalisco","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Mujeres",,"Plan Jalisco para la Reactivación Económica. ""Reincia Empresarias de Alto Impacto""","Se apoyará económicamente (hasta 100 mil pesos) a mujeres empresarias para contribuir a la disminución de las brechas de participación económica entre mujeres y hombres, ante la crisis generada por la pandemia de COVID-19.","Nueva Normalidad","7.0E7","Periódico ofical del Estado de Jalisco","https://periodicooficial.jalisco.gob.mx/sites/periodicooficial.jalisco.gob.mx/files/07-07-20-ii.pdf","44019.0"
"Jalisco","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Emprendedores",,"Plan Jalisco para la Reactivación Económica. ""Reincia Emprendedores""","Apoyo para acceder a microcréditos de hasta 100 mil pesos con subsidio al costo financiero.","Nueva Normalidad","5.0E7","Sitio Oficial del programa","https://reactivacioneconomica.jalisco.gob.mx/programas/reinicia/","44019.0"
"Jalisco","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES",,"Plan Jalisco para la Reactivación Económica: ""Reinicia Reconversión verde y equipamiento""","Generación de distribución y eficiencia energética; créditos para maquinaria y equipo; mantenimiento de maquinaria; e implementación digital.","Nueva Normalidad","1.5E8","Twitter de Oficial del Gobernador Enrique Alfaro","https://twitter.com/EnriqueAlfaroR/status/1276177907145039878?s=20","44010.0"
"Jalisco","COVID-19","Programas de Estímulo Económico","Capacitación Laboral","MIPYMES",,"Plan Jalisco para la Reactivación Económica: ""Reactiva Asesorías, capacitaciones y certificaciones""","Cursos para que empresas puedan aprender cómo exportar y obtener certificaciones internacionales. Consultorías para reducción de costos. Estudios de mercado y ayuda para registro de marca.","Nueva Normalidad","5.0E7","Twitter de Oficial del Gobernador Enrique Alfaro","https://twitter.com/EnriqueAlfaroR/status/1276177907145039878?s=20","44010.0"
"Jalisco","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES",,"Financiamiento para el desarrollo","Acceso a créditos de la banca comercial con fondo de garantía Forjal en alianza con banca de desarrollo (hasta 5 millones de pesos en créditos simples). Se busca impulsar las actividades económicas del estado de Jalsico.","Nueva Normalidad","2.0E8","Twitter de Oficial del Gobernador Enrique Alfaro","https://twitter.com/EnriqueAlfaroR/status/1276177907145039878?s=20","44010.0"
"Jalisco","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Sector Industrial y de Transformación",,"Plan Jalisco para la Reactivación Económica: ""Reactiva Cadenas Productivas""","Subsidio al costo financiero para pago de anticipo a órdenes de compra con plazos a 30, 60 o 90 días.","Nueva Normalidad","2.0E8","Twitter de Oficial del Gobernador Enrique Alfaro","https://twitter.com/EnriqueAlfaroR/status/1276177907145039878?s=20","44010.0"
"Jalisco","COVID-19","Programas de Estímulo Económico","Compras Gubernamentales","Sector Industrial y de Transformación",,"Plan Jalisco para la Reactivación Económica: ""Invierte en Jalisco Estímulos a la inversión""","Estímulos líquidos y en especie para atraer grandes inversiones. Creación de naves industriales. Y promoción a través del portal: ""Invierte en Jalisco"".","Nueva Normalidad","1.0E8","Twitter de Oficial del Gobernador Enrique Alfaro","https://twitter.com/EnriqueAlfaroR/status/1276177907145039878?s=20","44010.0"
"Jalisco","COVID-19","Programas de Digitalización","Asesoría y Consultoría para Digitalización","Todas las Empresas",,"Plan Jalisco para la Reactivación Económica: ""Reactiva Promoción y generación de demanda""","Campañas para vinculación de empresas y nuevos mercados o proveedores; ayuda en creación de una plataforma digital; expos y congresos virtuales.","Nueva Normalidad","7.0E7","Twitter de Oficial del Gobernador Enrique Alfaro","https://twitter.com/EnriqueAlfaroR/status/1276177907145039878?s=20","44010.0"
"Chihuahua","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Centros de Acopio","Ampliar las posibilidades de asistencia social en términos alimentarios a la población vulnerable debido a la situación de emergencia por COVID19, instalando centros de acopio de alimentos temporales.","Contingencia y Nueva Normalidad",,"Página Especial para el Plan emergente de apoyo y protección a la salud, empleo e ingreso familiar de Chihuahua","https://planemergente.chihuahua.gob.mx/","43925.0"
"Chihuahua","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Apoyo económico para complementar la alimentación","Ampliar las posibilidades de asistencia social en términos alimentarios a la población vulnerable debido a la situación de emergencia por COVID19, instalando centros de acopio de alimentos temporales.","Contingencia y Nueva Normalidad",,"Página Especial para el Plan emergente de apoyo y protección a la salud, empleo e ingreso familiar de Chihuahua","https://tramites.chihuahua.gob.mx/tramite.aspx?identificador=1816&tramite=Apoyos%20econ%C3%B3micos%20alimentaci%C3%B3n&dependencia=Desarrollo%20Integral%20de%20la%20Familia%20del%20Estado%20de%20Chihuahua","43925.0"
"Chihuahua","COVID-19","Programas de Asistencia Social","Vales y Despensas","Pueblos Originarios",,"Atención de Población Indígena","Mejorar las condiciones inmediatas de vida de la población indígena de zonas turísticas y comunidades prioritarias de la Sierra Tarahumara, además de asentamientos en zonas urbanas en situación vulnerable y pobreza mediante la entrega de alimentos.","Contingencia y Nueva Normalidad",,"Página Especial para el Plan emergente de apoyo y protección a la salud, empleo e ingreso familiar de Chihuahua","https://planemergente.chihuahua.gob.mx/","43925.0"
"Chihuahua","COVID-19","Programas Fiscales","Recorte Presupuestal","Población General","Planeación gubernamental","Plan emergente de apoyo y protección a la salud, empleo e ingreso familiar","Creación de fondo por parte del gobierno del estado por $2,565 millones de pesos a partir de reducciones de presupuesto, cancelación de obras y reorientación de programas, asimismo, se obtuvieron fondos de otros poderes y organismos por $435 millones de pesos de reducción del presupuesto del poder Legislativo, Judicial y Órganos Autónomos, así como de aportaciones extraordinarias.","Contingencia Sanitaria",,"Plan emergente de apoyo y protección a la salud, empleo e ingreso familiar","https://planemergente.chihuahua.gob.mx/?Ancho=1440&Alto=900","43925.0"
